,name,external_id,external_id_source,lat,lng,address,minimum_age,url
326,El Rio Acres,1584202178510269,facebook_places,32.242437,-110.995332,"0.6mi · El Rio Acres, Tucson",,https://www.instagram.com/explore/locations/1584202178510269
327,"Ryder System, Inc.",999242663555572,facebook_places,32.24739,-111.00217,"<0.1mi · 1717 West Rillito Dr, Tucson, Arizona",,https://www.instagram.com/explore/locations/999242663555572
328,International Wild Life Museum,166172000110230,facebook_places,32.2391895632,-111.005420206,0.6mi,,https://www.instagram.com/explore/locations/166172000110230
329,Zoologico Tucson Arizona,682526428534911,facebook_places,32.209663413679,-110.92069423754,5.5mi,,https://www.instagram.com/explore/locations/682526428534911
330,"Tucson, Arizona I10",101187096691966,facebook_places,32.26218467,-111.00515616,1mi,,https://www.instagram.com/explore/locations/101187096691966
331,Murrieta Park,162247177169967,facebook_places,32.241974880078,-111.00580355729,0.4mi,,https://www.instagram.com/explore/locations/162247177169967
332,"University Of Arizona, Tucson",473842842626518,facebook_places,32.252021566667,-110.99923323333,0.4mi,,https://www.instagram.com/explore/locations/473842842626518
333,UPS Freight,183865334978958,facebook_places,32.247585,-111.0048577,"0.1mi · Tucson, AZ",,https://www.instagram.com/explore/locations/183865334978958
334,Grant Rd,135015883208085,facebook_places,32.2524951881,-110.99982604,0.4mi · 1675 W Grant Rd,,https://www.instagram.com/explore/locations/135015883208085
335,"Caverns of Sonora, Sonora, Texas",250823958393578,facebook_places,32.252364,-110.998783,"0.4mi · 1711 Private Rd 4468, Sonora, Texas",,https://www.instagram.com/explore/locations/250823958393578
336,Chik-Fil-A,220780871274995,facebook_places,32.222112833351,-110.91580526677,5.4mi,,https://www.instagram.com/explore/locations/220780871274995
337,"Rancho Sahuarita, Sahuarita, Az",237196179732755,facebook_places,32.13330576665,-111.02810896943,8mi,,https://www.instagram.com/explore/locations/237196179732755
338,Skyline Assayers & Laboratories,166942636651782,facebook_places,32.248824052769,-111.00304540119,"<0.1mi · 1775 W Sahuaro Dr, Tucson, AZ",,https://www.instagram.com/explore/locations/166942636651782
339,IHOP,527912867330709,facebook_places,32.25103437953,-110.99879983333,"0.3mi · 1500 W Grant Rd, Tucson, Arizona",,https://www.instagram.com/explore/locations/527912867330709
